ASU_Acar ID	NCBI Gene ID	NCBI Gene Symbol	Ensembl Gene ID	Ensembl Gene Name	RefSeq Gene Description from Blast2GO matches
ASU_Acar_G.18656	100561135	LOC100561135	ENSACAG00000007237	C15orf59	-
ASU_Acar_G.18657	-	-	-	-	-
ASU_Acar_G.18658	100560546	hcn4	ENSACAG00000007090	-	-
ASU_Acar_G.18659	100560741	LOC100560741	ENSACAG00000007192	NPTN	-
ASU_Acar_G.1866	100557406	LOC100557406	ENSACAG00000001528	NKX2-1	-
ASU_Acar_G.18660	100560350	LOC100560350	ENSACAG00000006920	NEO1	-
ASU_Acar_G.18661	100562709	LOC100562709	ENSACAG00000001440	-	-
ASU_Acar_G.18662	100561332	LOC100561332	ENSACAG00000001606	LUC7L	-
ASU_Acar_G.18663	100561918	xpo6	ENSACAG00000016883	XPO6	-
ASU_Acar_G.18664	100563302	LOC100563302	ENSACAG00000001758	FAM173A	-
ASU_Acar_G.18665	100562315	anks3	ENSACAG00000001091	ANKS3	-
ASU_Acar_G.18666	100562907	nlrc3	ENSACAG00000001552	NLRP6	-
ASU_Acar_G.18667	100561525	LOC100561525	ENSACAG00000016835	DECR2	-
ASU_Acar_G.18668	100563107	LOC100563107	ENSACAG00000001752	CCDC78	-
ASU_Acar_G.18669	-	-	ENSACAG00000001776	METRN	-
ASU_Acar_G.1867	-	-	-	-	uhrf1-binding protein 1-like
ASU_Acar_G.18670	100561918	xpo6	-	-	-
ASU_Acar_G.18671	100562512	LOC100562512	ENSACAG00000001229	-	-
ASU_Acar_G.18672	100562112	LOC100562112	ENSACAG00000001090	C16orf71	-
ASU_Acar_G.18673	100562709	LOC100562709	ENSACAG00000025090	-	-
ASU_Acar_G.18674	100563888	ash1l	ENSACAG00000003417	ASH1L	-
ASU_Acar_G.18675	100566830	LOC100566830	ENSACAG00000002697	SCAMP3	-
ASU_Acar_G.18676	100565264	LOC100565264	ENSACAG00000003450	RUSC1	-
ASU_Acar_G.18677	-	-	-	-	protein yif1a
ASU_Acar_G.18678	100566256	syt11	ENSACAG00000002920	SYT11	-
ASU_Acar_G.18679	100566639	LOC100566639	ENSACAG00000002820	KIAA0907	-
ASU_Acar_G.1868	100554082	LOC100554082	ENSACAG00000017313	ADCK1	-
ASU_Acar_G.18680	100565855	LOC100565855	ENSACAG00000003252	MSTO1	-
ASU_Acar_G.18681	100563690	LOC100563690	ENSACAG00000003677	UQCRQ	-
ASU_Acar_G.18682	100565070	LOC100565070	ENSACAG00000003534	NDUFS2	-
ASU_Acar_G.18683	100564677	klc2	ENSACAG00000003773	KLC2	-
ASU_Acar_G.18684	100565459	LOC100565459	ENSACAG00000003450	RUSC1	-
ASU_Acar_G.18685	100563495	LOC100563495	ENSACAG00000023149	CNIH2	-
ASU_Acar_G.18686	100564086	LOC100564086	ENSACAG00000002517	CLK2	-
ASU_Acar_G.18687	100565660	LOC100565660	ENSACAG00000003347	DAP3	-
ASU_Acar_G.18688	-	-	-	-	-
ASU_Acar_G.18689	100564283	LOC100564283	ENSACAG00000003865	YIF1A	-
ASU_Acar_G.1869	100558449	LOC100558449	ENSACAG00000005244	TFB1M	-
ASU_Acar_G.18690	100566057	LOC100566057	ENSACAG00000003005	-	-
ASU_Acar_G.18691	100564478	LOC100564478	ENSACAG00000009125	RAB1B	-
ASU_Acar_G.18692	100566446	LOC100566446	ENSACAG00000021104	RIT1	-
ASU_Acar_G.18693	-	-	-	-	-
ASU_Acar_G.18694	100564877	pacs1	ENSACAG00000003679	PACS1	-
ASU_Acar_G.18695	100552615	LOC100552615	-	-	-
ASU_Acar_G.18696	100567222	LOC100567222	ENSACAG00000006492	-	-
ASU_Acar_G.18697	100552417	LOC100552417	ENSACAG00000006477	-	-
ASU_Acar_G.18698	-	-	ENSACAG00000006454	-	-
ASU_Acar_G.18699	100552221	LOC100552221	ENSACAG00000006467	-	-
ASU_Acar_G.187	100553033	LOC100553033	-	-	-
ASU_Acar_G.1870	100557472	rps6kc1	ENSACAG00000006181	-	-
ASU_Acar_G.18700	100567616	LOC100567616	-	-	-
ASU_Acar_G.18701	100551830	LOC100551830	ENSACAG00000006319	NAALADL1	-
ASU_Acar_G.18702	100553015	LOC100553015	ENSACAG00000006498	-	-
ASU_Acar_G.18703	100567419	LOC100567419	-	-	-
ASU_Acar_G.18704	100568005	LOC100568005	ENSACAG00000026226	-	-
ASU_Acar_G.18705	-	-	ENSACAG00000028021	-	-
ASU_Acar_G.18706	100567419	LOC100567419	-	-	-
ASU_Acar_G.18707	100567419	LOC100567419	-	-	-
ASU_Acar_G.18708	100552026	LOC100552026	ENSACAG00000006391	-	-
ASU_Acar_G.18709	100552811	LOC100552811	ENSACAG00000024638	-	-
ASU_Acar_G.1871	100560218	ddx24	ENSACAG00000008545	DDX24	-
ASU_Acar_G.18710	100551630	LOC100551630	ENSACAG00000006173	-	-
ASU_Acar_G.18711	-	-	-	-	PREDICTED: hypothetical protein LOC100561501
ASU_Acar_G.18712	-	-	-	-	PREDICTED: similar to zonadhesin, partial
ASU_Acar_G.18713	-	-	-	-	alpha- -mannosyltransferase alg9-like
ASU_Acar_G.18714	-	-	-	-	-
ASU_Acar_G.18715	100553997	LOC100553997	ENSACAG00000006647	-	-
ASU_Acar_G.18716	100553601	LOC100553601	ENSACAG00000006629	POU2AF1	-
ASU_Acar_G.18717	-	-	-	-	PREDICTED: uncharacterized protein C11orf93-like
ASU_Acar_G.18718	100554777	LOC100554777	ENSACAG00000006473	CRYAB	-
ASU_Acar_G.18719	100553801	LOC100553801	ENSACAG00000006641	C11orf53	-
ASU_Acar_G.1872	-	-	-	-	-
ASU_Acar_G.18720	-	-	ENSACAG00000006694	DSCAML1	-
ASU_Acar_G.18721	100553404	LOC100553404	ENSACAG00000006586	LAYN	-
ASU_Acar_G.18722	-	-	-	-	-
ASU_Acar_G.18723	100554385	LOC100554385	ENSACAG00000006608	BTG4	-
ASU_Acar_G.18724	100554191	LOC100554191	ENSACAG00000006503	C11orf1	-
ASU_Acar_G.18725	100554584	LOC100554584	ENSACAG00000006470	-	-
ASU_Acar_G.18726	100554974	LOC100554974	ENSACAG00000006514	ALG9	-
ASU_Acar_G.18727	-	-	-	-	alpha- -mannosyltransferase alg9-like
ASU_Acar_G.18728	-	-	-	-	PREDICTED: hypothetical protein LOC100537129
ASU_Acar_G.18729	100553206	LOC100553206	ENSACAG00000006549	SIK2	-
ASU_Acar_G.1873	100557801	LOC100557801	ENSACAG00000000051	USH1C	-
ASU_Acar_G.18730	-	-	ENSACAG00000022359	-	-
ASU_Acar_G.18731	-	-	ENSACAG00000006669	CEP164	-
ASU_Acar_G.18732	-	-	-	-	PREDICTED: uncharacterized protein LOC770340
ASU_Acar_G.18733	-	-	-	-	PREDICTED: hypothetical protein
ASU_Acar_G.18734	100555169	gria3	ENSACAG00000002331	GRIA3	-
ASU_Acar_G.18735	-	-	-	-	PREDICTED: hypothetical protein LOC100555370
ASU_Acar_G.18736	100556736	usp34	ENSACAG00000002606	USP34	-
ASU_Acar_G.18737	100557126	LOC100557126	ENSACAG00000003030	REL	-
ASU_Acar_G.18738	-	-	-	-	-
ASU_Acar_G.18739	100556542	pus10	ENSACAG00000002947	PUS10	-
ASU_Acar_G.1874	100564303	cpsf3	ENSACAG00000001759	CPSF3	-
ASU_Acar_G.18740	100555756	LOC100555756	-	-	-
ASU_Acar_G.18741	100555952	LOC100555952	ENSACAG00000002501	XPO1	-
ASU_Acar_G.18742	-	-	-	-	exportin-1
ASU_Acar_G.18743	100555565	LOC100555565	-	-	-
ASU_Acar_G.18744	100555370	LOC100555370	-	-	-
ASU_Acar_G.18745	100556931	LOC100556931	ENSACAG00000002926	PEX13	-
ASU_Acar_G.18746	100556345	LOC100556345	-	-	-
ASU_Acar_G.18747	100556149	LOC100556149	ENSACAG00000002834	KIAA1841	-
ASU_Acar_G.18748	-	-	ENSACAG00000015015	-	-
ASU_Acar_G.18749	100557321	LOC100557321	ENSACAG00000015116	-	-
ASU_Acar_G.1875	-	-	-	-	zinc finger protein 420-like
ASU_Acar_G.18750	-	-	-	-	probable cation-transporting atpase 13a5-like
ASU_Acar_G.18751	100558109	LOC100558109	ENSACAG00000015283	-	-
ASU_Acar_G.18752	-	-	ENSACAG00000015015	-	-
ASU_Acar_G.18753	100558109	LOC100558109	-	-	-
ASU_Acar_G.18754	-	-	-	-	PREDICTED: hypothetical protein LOC100497422
ASU_Acar_G.18755	100557714	LOC100557714	ENSACAG00000006153	-	-
ASU_Acar_G.18756	100557913	LOC100557913	ENSACAG00000024961	-	-
ASU_Acar_G.18757	100557520	LOC100557520	ENSACAG00000015474	-	-
ASU_Acar_G.18758	-	-	-	-	probable cation-transporting atpase 13a5-like
ASU_Acar_G.18759	-	-	-	-	PREDICTED: hypothetical protein LOC100497422
ASU_Acar_G.1876	100558392	LOC100558392	ENSACAG00000000055	KCNC1	-
ASU_Acar_G.18760	100558898	LOC100558898	-	-	-
ASU_Acar_G.18761	100558303	LOC100558303	-	-	-
ASU_Acar_G.18762	100558499	LOC100558499	-	-	-
ASU_Acar_G.18763	100559291	LOC100559291	ENSACAG00000004263	BPIFB4	-
ASU_Acar_G.18764	-	-	-	-	bpi fold-containing family b member 6
ASU_Acar_G.18765	100558700	LOC100558700	-	-	-
ASU_Acar_G.18766	-	-	-	-	PREDICTED: hypothetical protein LOC100559093
ASU_Acar_G.18767	-	-	ENSACAG00000027446	-	-
ASU_Acar_G.18768	100559093	LOC100559093	-	-	-
ASU_Acar_G.18769	-	-	-	-	transcriptional adapter 2-alpha-like
ASU_Acar_G.1877	100561092	LOC100561092	ENSACAG00000014328	-	-
ASU_Acar_G.18770	100560485	glud2	ENSACAG00000007073	-	-
ASU_Acar_G.18771	100559491	LOC100559491	ENSACAG00000006996	TSPAN17	-
ASU_Acar_G.18772	100560287	LOC100560287	-	-	-
ASU_Acar_G.18773	100559889	LOC100559889	ENSACAG00000007072	SNCB	-
ASU_Acar_G.18774	100560089	LOC100560089	ENSACAG00000006755	-	-
ASU_Acar_G.18775	100560287	LOC100560287	ENSACAG00000006929	UNC5A	-
ASU_Acar_G.18776	100560287	LOC100560287	-	-	-
ASU_Acar_G.18777	100559688	LOC100559688	ENSACAG00000007055	EIF4E1B	-
ASU_Acar_G.18778	100561079	LOC100561079	ENSACAG00000006779	GNPNAT1	-
ASU_Acar_G.18779	100561471	LOC100561471	ENSACAG00000006568	DDHD1	-
ASU_Acar_G.1878	-	-	-	-	-
ASU_Acar_G.18780	-	-	-	-	e3 ubiquitin-protein ligase trim9-like
ASU_Acar_G.18781	100560682	LOC100560682	ENSACAG00000006812	PSMC6	-
ASU_Acar_G.18782	100561668	LOC100561668	ENSACAG00000000525	TRIM9	-
ASU_Acar_G.18783	100561276	fermt2	ENSACAG00000006618	-	-
ASU_Acar_G.18784	100560881	LOC100560881	ENSACAG00000006799	STYX	-
ASU_Acar_G.18785	100564222	faah2	ENSACAG00000000425	FAAH2	-
ASU_Acar_G.18786	100562052	LOC100562052	ENSACAG00000000952	ITM2A	-
ASU_Acar_G.18787	100563436	LOC100563436	ENSACAG00000001024	TBX22	-
ASU_Acar_G.18788	-	-	-	-	chloride intracellular channel 2
ASU_Acar_G.18789	100564027	LOC100564027	ENSACAG00000000601	F8	-
ASU_Acar_G.1879	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.18790	100563049	LOC100563049	-	-	-
ASU_Acar_G.18791	100563831	LOC100563831	ENSACAG00000000910	-	-
ASU_Acar_G.18792	-	-	-	-	-
ASU_Acar_G.18793	100562849	LOC100562849	ENSACAG00000000447	BRCC3	-
ASU_Acar_G.18794	100563247	LOC100563247	ENSACAG00000001226	ERCC6L	-
ASU_Acar_G.18795	100562253	LOC100562253	ENSACAG00000027131	-	-
ASU_Acar_G.18796	100563634	LOC100563634	ENSACAG00000000912	GPR174	-
ASU_Acar_G.18797	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.18798	-	-	ENSACAG00000000526	FUNDC2	-
ASU_Acar_G.18799	100561858	LOC100561858	ENSACAG00000001128	CHMP1B	-
ASU_Acar_G.188	100564364	LOC100564364	ENSACAG00000003735	NDUFAF1	-
ASU_Acar_G.1880	100557076	LOC100557076	-	-	-
ASU_Acar_G.18800	100562651	LOC100562651	ENSACAG00000000517	MTCP1NB	-
ASU_Acar_G.18801	100562456	LOC100562456	ENSACAG00000000902	LPAR4	-
ASU_Acar_G.18802	-	-	-	-	PREDICTED: hypothetical protein LOC100329524
ASU_Acar_G.18803	-	-	ENSACAG00000010732	PNOC	-
ASU_Acar_G.18804	100564818	LOC100564818	ENSACAG00000010854	-	-
ASU_Acar_G.18805	-	-	-	-	-
ASU_Acar_G.18806	100564418	fzd3	ENSACAG00000010767	FZD3	-
ASU_Acar_G.18807	100565014	LOC100565014	ENSACAG00000010809	FBXO16	-
ASU_Acar_G.18808	-	-	-	-	-
ASU_Acar_G.18809	-	-	-	-	PREDICTED: hypothetical protein LOC100566517
ASU_Acar_G.1881	100555183	LOC100555183	ENSACAG00000002428	-	-
ASU_Acar_G.18810	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.18811	100564617	LOC100564617	ENSACAG00000010753	ELP3	-
ASU_Acar_G.18812	-	-	-	-	sodium channel protein type 5 subunit alpha-like
ASU_Acar_G.18813	100565207	LOC100565207	ENSACAG00000009159	-	-
ASU_Acar_G.18814	100565604	LOC100565604	ENSACAG00000009033	ACVR2B	-
ASU_Acar_G.18815	-	-	-	-	sodium channel protein type 5 subunit alpha-like
ASU_Acar_G.18816	-	-	-	-	-
ASU_Acar_G.18817	100565404	LOC100565404	ENSACAG00000009138	EXOG	-
ASU_Acar_G.18818	-	-	ENSACAG00000026782	MPND	-
ASU_Acar_G.18819	-	-	-	-	zinc finger protein 533
ASU_Acar_G.1882	100566662	LOC100566662	ENSACAG00000000384	TRIB2	-
ASU_Acar_G.18820	100565796	LOC100565796	ENSACAG00000013229	SHD	-
ASU_Acar_G.18821	-	-	ENSACAG00000013238	STAP2	-
ASU_Acar_G.18822	100565996	LOC100565996	ENSACAG00000009438	CWC22	-
ASU_Acar_G.18823	-	-	ENSACAG00000013238	STAP2	-
ASU_Acar_G.18824	100566971	LOC100566971	ENSACAG00000003802	-	-
ASU_Acar_G.18825	-	-	-	-	zinc finger protein 167-like
ASU_Acar_G.18826	100566775	LOC100566775	ENSACAG00000003802	-	-
ASU_Acar_G.18827	-	-	ENSACAG00000026969	-	-
ASU_Acar_G.18828	-	-	ENSACAG00000003920	-	-
ASU_Acar_G.18829	-	-	ENSACAG00000003835	-	-
ASU_Acar_G.1883	100566472	LOC100566472	-	-	-
ASU_Acar_G.18830	100566583	LOC100566583	-	-	-
ASU_Acar_G.18831	-	-	-	-	-
ASU_Acar_G.18832	100566775	LOC100566775	ENSACAG00000023040	-	-
ASU_Acar_G.18833	100566395	LOC100566395	ENSACAG00000003713	-	-
ASU_Acar_G.18834	100566196	LOC100566196	ENSACAG00000003713	-	-
ASU_Acar_G.18835	-	-	ENSACAG00000003835	-	-
ASU_Acar_G.18836	100567167	LOC100567167	ENSACAG00000021151	-	-
ASU_Acar_G.18837	-	-	ENSACAG00000027656	-	-
ASU_Acar_G.18838	100566395	LOC100566395	ENSACAG00000003713	-	-
ASU_Acar_G.18839	-	-	-	-	zinc finger and scan domain-containing protein 2-like
ASU_Acar_G.1884	-	-	-	-	-
ASU_Acar_G.18840	100566583	LOC100566583	ENSACAG00000023040	-	-
ASU_Acar_G.18841	-	-	ENSACAG00000003835	-	-
ASU_Acar_G.18842	100566971	LOC100566971	ENSACAG00000022173	-	-
ASU_Acar_G.18843	100567359	LOC100567359	ENSACAG00000021151	-	-
ASU_Acar_G.18844	-	-	-	-	zinc finger protein 268-like
ASU_Acar_G.18845	-	-	ENSACAG00000003835	-	-
ASU_Acar_G.18846	-	-	-	-	PREDICTED: hypothetical protein LOC100553151
ASU_Acar_G.18847	100566971	LOC100566971	ENSACAG00000021151	-	-
ASU_Acar_G.18848	-	-	ENSACAG00000026969	-	-
ASU_Acar_G.18849	-	-	-	-	zinc finger and scan domain-containing protein 21-like
ASU_Acar_G.1885	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.18850	100567359	LOC100567359	ENSACAG00000021151	-	-
ASU_Acar_G.18851	100567553	LOC100567553	ENSACAG00000016565	CDKN3	-
ASU_Acar_G.18852	100568269	samd4a	ENSACAG00000016355	-	-
ASU_Acar_G.18853	100568071	LOC100568071	ENSACAG00000016424	CGRRF1	-
ASU_Acar_G.18854	100568269	samd4a	ENSACAG00000016355	-	-
ASU_Acar_G.18855	100568269	samd4a	ENSACAG00000016355	-	-
ASU_Acar_G.18856	100567747	LOC100567747	ENSACAG00000016585	CNIH	-
ASU_Acar_G.18857	-	-	-	-	gtp cyclohydrolase 1
ASU_Acar_G.18858	100551831	LOC100551831	ENSACAG00000016607	GMFB	-
ASU_Acar_G.18859	100551831	LOC100551831	ENSACAG00000016607	GMFB	-
ASU_Acar_G.1886	100556295	LOC100556295	ENSACAG00000002477	-	-
ASU_Acar_G.18860	-	-	-	-	-
ASU_Acar_G.18861	100552027	LOC100552027	ENSACAG00000011940	TFB2M	-
ASU_Acar_G.18862	-	-	ENSACAG00000025536	-	-
ASU_Acar_G.18863	100552418	LOC100552418	ENSACAG00000003721	-	-
ASU_Acar_G.18864	100552222	LOC100552222	ENSACAG00000003545	MAPKAP1	-
ASU_Acar_G.18865	-	-	-	-	neuronal acetylcholine receptor subunit alpha-2-like
ASU_Acar_G.18866	100552616	LOC100552616	ENSACAG00000005507	PFDN5	-
ASU_Acar_G.18867	100553016	LOC100553016	ENSACAG00000006064	COL2A1	-
ASU_Acar_G.18868	100553207	aaas	ENSACAG00000005367	AAAS	-
ASU_Acar_G.18869	100553802	LOC100553802	ENSACAG00000005535	ASB8	-
ASU_Acar_G.1887	100559376	ptpn5	ENSACAG00000000067	PTPN5	-
ASU_Acar_G.18870	100553405	LOC100553405	ENSACAG00000005466	-	-
ASU_Acar_G.18871	-	-	-	-	zinc finger protein 629-like
ASU_Acar_G.18872	100553602	LOC100553602	ENSACAG00000005470	C12orf10	-
ASU_Acar_G.18873	100554192	LOC100554192	ENSACAG00000006384	-	-
ASU_Acar_G.18874	-	-	-	-	-
ASU_Acar_G.18875	100553998	senp1	ENSACAG00000005981	SENP1	-
ASU_Acar_G.18876	100552812	LOC100552812	ENSACAG00000005562	PFKM	-
ASU_Acar_G.18877	-	-	-	-	-
ASU_Acar_G.18878	100555371	LOC100555371	ENSACAG00000008026	NPHP4	-
ASU_Acar_G.18879	100554585	LOC100554585	ENSACAG00000008267	LRRC47	-
ASU_Acar_G.1888	-	-	-	-	trna wybutosine-synthesizing protein 2 homolog
ASU_Acar_G.18880	-	-	-	-	-
ASU_Acar_G.18881	-	-	ENSACAG00000008161	C1orf174	-
ASU_Acar_G.18882	-	-	-	-	-
ASU_Acar_G.18883	-	-	-	-	-
ASU_Acar_G.18884	-	-	-	-	-
ASU_Acar_G.18885	100554778	LOC100554778	ENSACAG00000008205	CEP104	-
ASU_Acar_G.18886	100554386	znf362	ENSACAG00000008279	ZNF362	-
ASU_Acar_G.18887	100555170	LOC100555170	ENSACAG00000008150	AJAP1	-
ASU_Acar_G.18888	-	-	-	-	-
ASU_Acar_G.18889	100554975	LOC100554975	ENSACAG00000008165	DFFB	-
ASU_Acar_G.1889	100557142	LOC100557142	ENSACAG00000008797	RNF141	-
ASU_Acar_G.18890	100557914	LOC100557914	ENSACAG00000011069	OPA1	-
ASU_Acar_G.18891	100556737	LOC100556737	ENSACAG00000010778	-	-
ASU_Acar_G.18892	100557521	LOC100557521	ENSACAG00000002916	-	-
ASU_Acar_G.18893	100556150	lsg1	ENSACAG00000004222	LSG1	-
ASU_Acar_G.18894	100557521	LOC100557521	ENSACAG00000002916	-	-
ASU_Acar_G.18895	100557715	LOC100557715	ENSACAG00000010879	-	-
ASU_Acar_G.18896	100555953	LOC100555953	ENSACAG00000004144	ATP13A3	-
ASU_Acar_G.18897	100557322	LOC100557322	-	-	-
ASU_Acar_G.18898	100555953	LOC100555953	ENSACAG00000004144	ATP13A3	-
ASU_Acar_G.18899	100555757	LOC100555757	ENSACAG00000027193	LRRC15	-
ASU_Acar_G.189	100557863	LOC100557863	ENSACAG00000001253	RBM34	-
ASU_Acar_G.1890	100559709	LOC100559709	ENSACAG00000011707	FYN	-
ASU_Acar_G.18900	-	-	ENSACAG00000004119	CPN2	-
ASU_Acar_G.18901	100558110	LOC100558110	ENSACAG00000004091	HES4	-
ASU_Acar_G.18902	100557914	LOC100557914	ENSACAG00000011069	OPA1	-
ASU_Acar_G.18903	100558110	LOC100558110	ENSACAG00000011069	OPA1	-
ASU_Acar_G.18904	100555566	LOC100555566	ENSACAG00000004119	CPN2	-
ASU_Acar_G.18905	100556346	LOC100556346	ENSACAG00000004325	XXYLT1	-
ASU_Acar_G.18906	100560090	LOC100560090	ENSACAG00000001978	COG4	-
ASU_Acar_G.18907	100558701	LOC100558701	ENSACAG00000002266	FUK	-
ASU_Acar_G.18908	100559094	LOC100559094	ENSACAG00000001438	VAC14	-
ASU_Acar_G.18909	100559292	hydin	ENSACAG00000001073	-	-
ASU_Acar_G.1891	100557407	pik3c2a	ENSACAG00000000045	PIK3C2A	-
ASU_Acar_G.18910	100558899	LOC100558899	ENSACAG00000001650	MTSS1L	-
ASU_Acar_G.18911	100559492	LOC100559492	-	-	-
ASU_Acar_G.18912	100559689	LOC100559689	ENSACAG00000000778	GOT2	-
ASU_Acar_G.18913	100558500	LOC100558500	ENSACAG00000002447	ST3GAL2	-
ASU_Acar_G.18914	100558304	LOC100558304	ENSACAG00000026479	ZNF319	-
ASU_Acar_G.18915	-	-	-	-	PREDICTED: calretinin-like
ASU_Acar_G.18916	100560403	LOC100560403	ENSACAG00000001817	SF3B3	-
ASU_Acar_G.18917	-	-	ENSACAG00000004303	ANKRD53	-
ASU_Acar_G.18918	-	-	ENSACAG00000026614	-	-
ASU_Acar_G.18919	-	-	ENSACAG00000004266	-	-
ASU_Acar_G.1892	100552899	LOC100552899	ENSACAG00000014301	TGFBR2	-
ASU_Acar_G.18920	100560994	LOC100560994	ENSACAG00000025568	-	-
ASU_Acar_G.18921	-	-	ENSACAG00000026614	-	-
ASU_Acar_G.18922	100560994	LOC100560994	-	-	-
ASU_Acar_G.18923	100560797	LOC100560797	-	-	-
ASU_Acar_G.18924	100560994	LOC100560994	ENSACAG00000025568	-	-
ASU_Acar_G.18925	100560599	LOC100560599	ENSACAG00000004278	TEX261	-
ASU_Acar_G.18926	100561393	LOC100561393	ENSACAG00000017950	ASTN2	-
ASU_Acar_G.18927	-	-	-	-	low quality protein: pappalysin-1
ASU_Acar_G.18928	100561195	LOC100561195	ENSACAG00000017954	TRIM32	-
ASU_Acar_G.18929	-	-	-	-	-
ASU_Acar_G.1893	100556291	zdhhc5	ENSACAG00000007070	ZDHHC5	-
ASU_Acar_G.18930	100562776	LOC100562776	-	-	-
ASU_Acar_G.18931	100561592	LOC100561592	ENSACAG00000007667	-	-
ASU_Acar_G.18932	100563562	LOC100563562	ENSACAG00000007946	NPAS2	-
ASU_Acar_G.18933	100562579	LOC100562579	-	-	-
ASU_Acar_G.18934	100561785	LOC100561785	ENSACAG00000007718	C2orf29	-
ASU_Acar_G.18935	100562384	LOC100562384	-	-	-
ASU_Acar_G.18936	100562972	LOC100562972	ENSACAG00000007700	CREG2	-
ASU_Acar_G.18937	100563754	LOC100563754	ENSACAG00000008108	-	-
ASU_Acar_G.18938	100563363	LOC100563363	ENSACAG00000007732	TBC1D8	-
ASU_Acar_G.18939	100562180	LOC100562180	ENSACAG00000008081	PDCL3	-
ASU_Acar_G.1894	-	-	-	-	-
ASU_Acar_G.18940	100563171	LOC100563171	ENSACAG00000007711	RNF149	-
ASU_Acar_G.18941	100561981	LOC100561981	ENSACAG00000007914	RPL31	-
ASU_Acar_G.18942	100564348	LOC100564348	-	-	-
ASU_Acar_G.18943	100564944	wsb1	ENSACAG00000009019	WSB1	-
ASU_Acar_G.18944	100564746	LOC100564746	ENSACAG00000008981	-	-
ASU_Acar_G.18945	100564546	LOC100564546	ENSACAG00000008920	AKAP1	-
ASU_Acar_G.18946	-	-	-	-	protein evi2b-like isoform 3
ASU_Acar_G.18947	100565138	LOC100565138	ENSACAG00000008179	KSR1	-
ASU_Acar_G.18948	100564149	LOC100564149	ENSACAG00000008030	VPS53	-
ASU_Acar_G.18949	-	-	-	-	-
ASU_Acar_G.1895	100565023	LOC100565023	ENSACAG00000016055	FGF19	-
ASU_Acar_G.18950	100563951	LOC100563951	-	-	-
ASU_Acar_G.18951	-	-	ENSACAG00000008961	OMG	-
ASU_Acar_G.18952	-	-	ENSACAG00000008176	LGALS12	-
ASU_Acar_G.18953	100564746	LOC100564746	ENSACAG00000008957	-	-
ASU_Acar_G.18954	100566516	coro2a	ENSACAG00000004130	CORO2A	-
ASU_Acar_G.18955	-	-	-	-	-
ASU_Acar_G.18956	100566129	LOC100566129	ENSACAG00000004543	TSTD2	-
ASU_Acar_G.18957	-	-	ENSACAG00000024269	HEMGN	-
ASU_Acar_G.18958	100566709	LOC100566709	ENSACAG00000004008	TBC1D2	-
ASU_Acar_G.18959	100565929	LOC100565929	ENSACAG00000004568	-	-
ASU_Acar_G.1896	100552835	iqca1	ENSACAG00000028076	-	-
ASU_Acar_G.18960	100566902	LOC100566902	ENSACAG00000013322	-	-
ASU_Acar_G.18961	100566327	LOC100566327	ENSACAG00000004384	XPA	-
ASU_Acar_G.18962	-	-	-	-	storkhead-box protein 1-like
ASU_Acar_G.18963	100565532	LOC100565532	ENSACAG00000004409	NCBP1	-
ASU_Acar_G.18964	100565729	LOC100565729	ENSACAG00000004336	ANP32B	-
ASU_Acar_G.18965	100567680	LOC100567680	ENSACAG00000012939	VDAC3	-
ASU_Acar_G.18966	100568072	LOC100568072	-	-	-
ASU_Acar_G.18967	100567099	LOC100567099	ENSACAG00000012392	KAT6A	-
ASU_Acar_G.18968	100567484	LOC100567484	-	-	-
ASU_Acar_G.18969	100567879	LOC100567879	ENSACAG00000012984	MAT2A	-
ASU_Acar_G.1897	100553626	eml6	ENSACAG00000011806	EML6	-
ASU_Acar_G.18970	100568072	LOC100568072	ENSACAG00000012052	ANK1	-
ASU_Acar_G.18971	100551899	LOC100551899	ENSACAG00000013083	-	-
ASU_Acar_G.18972	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.18973	100568270	LOC100568270	ENSACAG00000012620	PLAT	-
ASU_Acar_G.18974	-	-	-	-	ap-3 complex subunit mu-2-like
ASU_Acar_G.18975	-	-	ENSACAG00000027863	POLM	-
ASU_Acar_G.18976	100551699	ikbkb	ENSACAG00000012776	IKBKB	-
ASU_Acar_G.18977	100567289	ap3m2	ENSACAG00000012565	AP3M2	-
ASU_Acar_G.18978	100552885	LOC100552885	ENSACAG00000011357	-	-
ASU_Acar_G.18979	100553874	LOC100553874	ENSACAG00000002417	-	-
ASU_Acar_G.1898	100566983	ctnna1	-	-	-
ASU_Acar_G.18980	100553085	LOC100553085	ENSACAG00000011437	POMC	-
ASU_Acar_G.18981	100552290	LOC100552290	-	-	-
ASU_Acar_G.18982	100553673	LOC100553673	-	-	-
ASU_Acar_G.18983	100552885	LOC100552885	ENSACAG00000011357	-	-
ASU_Acar_G.18984	100553472	LOC100553472	ENSACAG00000011446	-	-
ASU_Acar_G.18985	100553274	LOC100553274	-	-	-
ASU_Acar_G.18986	100552095	LOC100552095	-	-	-
ASU_Acar_G.18987	100555954	LOC100555954	ENSACAG00000006449	THOC3	-
ASU_Acar_G.18988	100554779	LOC100554779	ENSACAG00000006085	-	-
